Safe,IP,Times,Request_method,Request_resource,Request_protocol,Status,Bytes,Url,Label
0,42.156.139.115,27/Apr/2018:03:01:24,GET,/index.do,HTTP/1.1,200,26224,-,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36"
0,192.168.238.106,27/Apr/2018:09:00:39,GET,/index.do,HTTP/1.1,200,26224,-,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko
0,192.168.238.106,27/Apr/2018:09:00:50,GET,/showClusterListInFileMng.action?_dc=1524791757005,HTTP/1.1,200,1041,http://192.168.238.106:18080/login.do,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko
0,192.168.238.106,27/Apr/2018:09:00:51,GET,/listShortcut.action?_dc=1524791758056,HTTP/1.1,200,348,http://192.168.238.106:18080/login.do,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko
0,192.168.238.106,27/Apr/2018:09:00:51,GET,/showAllMessage.action?_dc=1524791758135,HTTP/1.1,200,2300,http://192.168.238.106:18080/login.do,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko
0,175.102.15.245,27/Apr/2018:09:38:47,GET,/index.do,HTTP/1.1,200,26224,-,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko
0,192.168.238.106,27/Apr/2018:14:14:17,GET,/showClusterListInFileMng.action?_dc=1524810565029,HTTP/1.1,200,1041,http://192.168.238.106:18080/login.do,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko
0,192.168.238.106,27/Apr/2018:14:14:17,GET,/listShortcut.action?_dc=1524810565741,HTTP/1.1,200,348,http://192.168.238.106:18080/login.do,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko
0,192.168.238.106,27/Apr/2018:14:14:17,GET,/showAllMessage.action?_dc=1524810565793,HTTP/1.1,200,2300,http://192.168.238.106:18080/login.do,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko
0,141.212.122.32,27/Apr/2018:14:37:03,GET,/index.do,HTTP/1.1,200,26312,http://59.79.125.218:8080/,Mozilla/5.0 zgrab/0.x
0,123.249.81.49,27/Apr/2018:14:47:55,GET,/index.do,HTTP/1.1,200,26224,-,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)
0,192.168.50.23,27/Apr/2018:15:46:05,GET,/index.do,HTTP/1.1,200,26224,-,Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0
0,192.168.50.23,27/Apr/2018:15:46:33,GET,/listShortcut.action?_dc=1524816101074,HTTP/1.1,200,1336,http://192.168.155.108/login.do,Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0
0,192.168.50.23,27/Apr/2018:15:46:34,GET,/showAllMessage.action?_dc=1524816102082,HTTP/1.1,200,197,http://192.168.155.108/login.do,Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0
0,192.168.50.23,27/Apr/2018:15:46:34,GET,/showSoftwareList.action?_dc=1524816102210,HTTP/1.1,200,4770,http://192.168.155.108/login.do,Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0
0,192.168.50.23,27/Apr/2018:15:46:34,GET,/showClusterListInFileMng.action?_dc=1524816102208,HTTP/1.1,200,1027,http://192.168.155.108/login.do,Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0
0,39.77.166.54,27/Apr/2018:16:24:35,GET,/index.do,HTTP/1.1,200,26224,http://202.127.7.218:80,Mozilla/4.0 (compatible; MSIE 9.0; Windows NT 6.1)
0,46.101.145.207,27/Apr/2018:18:07:36,GET,/index.do,HTTP/1.1,200,26312,http://59.79.125.218:8080,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
0,54.167.218.28,27/Apr/2018:20:26:54,GET,/index.do,HTTP/1.1,200,26224,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)
0,50.112.194.65,27/Apr/2018:20:27:48,GET,/index.do,HTTP/1.1,200,26224,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)
0,52.27.2.86,27/Apr/2018:20:27:57,GET,/index.do,HTTP/1.1,200,26224,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)
0,45.55.224.77,27/Apr/2018:20:30:25,GET,/index.do,HTTP/1.1,200,26312,http://xfinity.net.cn/,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; InfoPath.2)
0,118.219.252.193,27/Apr/2018:21:05:27,GET,/index.do,HTTP/1.1,200,26312,-,Python-urllib/2.7
0,208.87.233.140,27/Apr/2018:21:07:52,GET,/index.do,HTTP/1.1,200,26224,-,Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.2.18) Gecko/20110614 Firefox/3.6.18
